,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
132,Tyson Fury,1988-08-12,"Manchester, England",Heavyweight,6 ft 9 in (206 cm)[1],85 in (216 cm)[1],Orthodox,35,34,24,,1,,M,206 ,216,England,British,Leo,heavyweight
133,Anthony Joshua,1989-10-15,"Watford, England",Heavyweight,6 ft 6 in (198 cm)[1],82 in (208 cm)[1],Orthodox,30,27,24,3,,,M,198 ,208,England,British,Libra,heavyweight
134,Andy Ruiz Jr.,1989-09-11,"Imperial, California, U.S.[1][2][3]",Heavyweight,6 ft 2 in (188 cm)[1],74 in (188 cm)[1],Orthodox,37,35,22,2,,,M,188 ,188,USA,American,Virgo,heavyweight
135,Oleksandr Usyk,1987-01-17,"Simferopol, Ukrainian SSR, Soviet Union",Cruiserweight/Heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Southpaw,21,21,14,,,,M,191 ,198,Ukraine,Ukrainian,Capricorn,cruiserweight
136,Adolpho Washington,1967-09-07,"Lexington, Kentucky, U.S.",Light heavyweight/Cruiserweight,5 ft 11+1⁄2 in (182 cm),76 in (193 cm),Orthodox,44,31,17,10,2,1,M,182 ,193,USA,American,Virgo,light heavyweight
137,James Toney,1968-08-24,,Middleweight/Super middleweight/Light heavyweight/Cruiserweight/Heavyweight,5 ft 9 in (175 cm)[2],74 in (188 cm)[2],Orthodox,,0,,1,3,,M,175 ,188,,,Virgo,middleweight
138,Robert Daniels,1968-08-30,"Hialeah, Florida, USA",Cruiserweight/Super cruiserweight/Heavyweight,5 ft 11 in (180 cm),71+1⁄2 in (182 cm),Orthodox,61,49,41,10,1,1,M,180 ,182,USA,American,Virgo,cruiserweight
139,Thomas Hearns,1958-10-18,"Grand Junction, Tennessee, U.S.",Welterweight/Light middleweight/Middleweight/Super middleweight/Light heavyweight/Cruiserweight,6 ft 1 in (185 cm)[1],78 in (198 cm)[2],Orthodox,67,61,48,5,1,,M,185 ,198,USA,American,Libra,welterweight
140,Uriah Grant,1961-01-20,"Saint Andrew Parish, Jamaica",Light heavyweight/Cruiserweight,6 ft 1+1⁄2 in (187 cm),75+1⁄2 in (192 cm),Orthodox,51,30,28,21,,,M,187 ,192,Jamaica,Jamaican,Aquarius,light heavyweight
141,Ezra Sellers,1968-09-02,,Cruiserweight,6 ft 1 in (185 cm),77 in (196 cm),Southpaw,37,29,26,8,,,M,185 ,196,,,Virgo,cruiserweight
142,Tomasz Adamek,1976-12-01,"Żywiec, Poland",Light heavyweight/Cruiserweight/Heavyweight,1.87 m (6 ft 2 in),191 cm (75 in),,59,53,31,6,,,M,187 ,190.5,Poland,Polish,Capricorn,light heavyweight
143,Johnathon Banks,,,Heavyweight/Cruiserweight,6 ft 3 in (191 cm),76 in (193 cm),Orthodox,33,29,19,3,1,,M,191 ,193,,,Sagittarius,cruiserweight
144,Antonio Tarver,1968-11-21,"Orlando, Florida, U.S.",Light heavyweight/Cruiserweight/Heavyweight,6 ft 2 in (188 cm)[1],75 in (191 cm),Southpaw,39,31,22,6,1,1,M,188 ,191,USA,American,Scorpio,light heavyweight
145,Ola Afolabi,1980-03-15,"London, England",Super middleweight/Light heavyweight/Cruiserweight,6 ft 3 in (191 cm),75+1⁄2 in (192 cm),Orthodox,32,22,11,6,4,,M,191 ,192,England,British,Pisces,super middleweight
146,Rakhim Chakhkiev,1983-01-11,"Tobolsk, Russian SFSR,Soviet Union (now Russia)",Cruiserweight,1.83 m (6 ft 0 in),,Southpaw,29,26,19,3,,,M,183 ,,Russia,Russian,Capricorn,cruiserweight
147,Marco Huck,1984-11-11,"Ugao, SR Serbia, SFR Yugoslavia",Cruiserweight/Heavyweight,1.88 m (6 ft 2 in),195 cm (77 in),,49,42,28,5,1,1,M,188 ,195.6,Serbia,Serbian,Scorpio,cruiserweight
148,Kevin Lerena,1992-05-05,"Johannesburg, South Africa",Cruiserweight/Bridgerweight/Heavyweight,6 ft 1 in (1.85 m),,Southpaw,32,30,14,2,,,M,185 ,,South Africa,South African,Taurus,cruiserweight
149,Yves Ngabu,1988-12-05,"Roeselare, West Flanders, Belgium",Cruiserweight,6 ft 0 in (183 cm)[1],,,25,22,16,2,,1,M,183 ,,Belgium,Belgian,Capricorn,cruiserweight
150,Roy Jones Jr.,1969-01-16,"Pensacola, Florida, U.S.",Middleweight/Super middleweight/Light heavyweight/Cruiserweight/Heavyweight,5 ft 11 in (180 cm)[1],74 in (188 cm)[1],Orthodox,76,66,47,10,,,M,180 ,188,USA,American,Capricorn,middleweight
151,Glen Johnson,,,,6 ft 0 in (1.82 m)[3],,,,,,,,,M,182 ,,,,Sagittarius,
152,Bernard Hopkins,1965-01-15,"Philadelphia, Pennsylvania, U.S.",Middleweight/Light heavyweight,6 ft 1 in (185 cm)[1],71 in (180 cm)[1],Orthodox,67,55,32,8,2,2,M,185 ,180,USA,American,Capricorn,middleweight
153,Chad Dawson,1982-07-13,"Hartsville, South Carolina, U.S.",Middleweight/Super middleweight/Light heavyweight,6 ft 1 in (185 cm),76+1⁄2 in (194 cm),Southpaw,43,36,19,5,,2,M,185 ,194,USA,American,Cancer,middleweight
154,Jean Pascal,1982-10-28,"Port-au-Prince, Haiti",Super-middleweight/Light-heavyweight/Cruiserweight,5 ft 10+1⁄2 in (179 cm),72 in (183 cm),Orthodox,45,36,20,7,1,1,M,179 ,183,Haiti,Haitian,Scorpio,super middleweight
155,Andrzej Fonfara,1987-11-04,"Białobrzegi, Polish People's Republic",Super middleweight/Light heavyweight,1.89 m (6 ft 2 in),196 cm (77 in),Orthodox,36,30,18,5,,1,M,189 ,195.6,Poland,Polish,Scorpio,super middleweight
156,Blake Caparello,1986-08-30,"Essendon, Victoria, Australia",Light Heavyweight,6 ft 1 in (1.85 m),74 in (188 cm),Southpaw,35,30,13,4,1,0,M,185 ,188,Australia,Australian,Virgo,light heavyweight
157,Thomas Oosthuizen,1988-04-02,"Gauteng, South Africa",Super-middleweight/Light-heavyweight/Cruiserweight,1.93 m (6 ft 4 in),198 cm (78 in),Southpaw,34,29,16,3,2,,M,193 ,198.1,South Africa,South African,Aries,super middleweight
158,Umar Salamov,1994-06-07,"Grozny, Russia",Light-heavyweight/Cruiserweight,6 ft 3+1⁄2 in (192 cm),76 in (193 cm),Orthodox,29,27,20,2,,,M,192 ,193,Russia,Russian,Gemini,light heavyweight
159,Igor Mikhalkin,1985-05-31,"Irkutsk, Russia",Light-heavyweight,1.85 m (6 ft 1 in),1.91 m (75 in),Southpaw,28,25,11,3,,,M,185 ,190.5,Russia,Russian,Gemini,light heavyweight
160,Karo Murat,1983-09-02,"Yerevan, Armenian SSR",Super-middleweight/Light-heavyweight,5 ft 10+1⁄2 in (1.79 m),70 in (178 cm),Orthodox,39,34,23,4,1,,M,179 ,178,Armenia,Armenian,Virgo,super middleweight
161,Sven Fornling,1988-12-08,"Malmö, Sweden",Light-heavyweight,,,Orthodox,17,15,7,2,,,M,,,Sweden,Swedish,Capricorn,light heavyweight
162,Dominic Boesel,1989-10-24,"Naumburg, East Germany",Light-heavyweight,6 ft 1 in (185 cm),,Orthodox,35,32,12,3,,,M,185 ,,Germany,German,Scorpio,light heavyweight
163,Robin Krasniqi,1987-04-01,"Junik, SAP Kosovo,SFR Yugoslavia",Super-middleweight/Light-heavyweight,1.86 m (6 ft 1 in),188 cm (74 in),Orthodox,59,52,20,7,,,M,186 ,188.0,Kosovo,Kosovar,Aries,super middleweight
164,Padraig McCrory,1988-06-20,"Belfast, Northern Ireland",Super Middleweight/Light heavyweight,6 ft 69 in (358 cm),,Orthodox,19,18,9,1,,,M,358 ,,Ireland,Irish,Gemini,super middleweight
165,Lyndon Arthur,1991-06-13,"Manchester, England",Light-heavyweight,6 ft 2 in (188 cm)[1],,Orthodox,25,23,16,2,,,M,188 ,,England,British,Gemini,light heavyweight
166,Dmitry Bivol,1990-12-18,"Tokmok, Kirghiz SSR,Soviet Union(now Kyrgyzstan)",Light-heavyweight,6 ft 0 in (183 cm)[1],72 in (183 cm)[1],Orthodox,22,22,11,,,,M,183 ,183,Kyrgyzstan,Kyrgyz,Capricorn,light heavyweight
167,Vinny Pazienza,1962-12-16,"Cranston, Rhode Island, U.S.",Lightweight/Light welterweight/Light middleweight/Super middleweight,5 ft 7+1⁄2 in (1.71 m),70+1⁄2 in (179 cm),Orthodox,60,50,30,10,,,M,171 ,179,USA,American,Capricorn,lightweight
168,Rick Thornberry,1968-02-17,"Gatton, Queensland, Australia",Super-middleweight,,,Orthodox,32,27,12,5,,,M,,,Australia,Australian,Aquarius,super middleweight
169,Adrian Dodson,1970-09-20,"Georgetown, Guyana",Super-middleweight,5 ft 10 in (1.78 m),,,31,25,17,6,0,0,M,178 ,,Guyana,Guyanese,Virgo,super middleweight
170,Brian Magee,1975-06-09,"Lisburn, Northern Ireland",Super-middleweight/Light-heavyweight,6 ft 0 in (183 cm),74 in (188 cm),Southpaw,42,36,25,5,1,,M,183 ,188,Ireland,Irish,Gemini,super middleweight
171,Jeff Lacy,1977-05-12,"St. Petersburg, Florida, U.S.",Super middleweight/Light heavyweight,5 ft 10+1⁄2 in (179 cm),74 in (188 cm),Orthodox,34,27,18,6,,1,M,179 ,188,USA,American,Taurus,super middleweight
172,Fulgencio Zúñiga,1977-07-23,"Padilla, Cauca, Colombia",Light heavyweight/Super middleweight/Middleweight/Light middleweight,5 ft 10 in (178 cm),70 in (178 cm),Orthodox,46,28,25,17,1,,M,178 ,178,Colombia,Colombian,Leo,middleweight
173,Sakio Bika,1979-04-18,"Douala, Cameroon",Middleweight/Super-middleweight/Light-heavyweight,1.82 m (6 ft 0 in),180 cm (71 in),Orthodox,45,35,22,7,3,,M,182 ,180.3,Cameroon,Cameroonian,Aries,middleweight
174,Isaac Chilemba,1987-05-17,"Blantyre, Malawi",Super-middleweight/Light-heavyweight,6 ft 0 in (183 cm),73 in (185 cm),Orthodox,39,27,10,9,3,,M,183 ,185,Malawi,Malawian,Taurus,super middleweight
175,Zac Dunn,1991-02-04,"Melbourne, Australia",Super middleweight,,,Orthodox,30,29,24,1,0,0,M,,,Australia,Australian,Aquarius,super middleweight
176,Renold Quinlan,1989-07-07,"Sydney, Australia",Super-middleweight,,,Orthodox,27,16,11,11,,,M,,,Australia,Australian,Cancer,super middleweight
177,Chris Eubank Jr.,1989-09-18,"Hove, East Sussex, England",Middleweight/Super-middleweight,5 ft 11 in (180 cm)[1],73 in (185 cm)[1],Orthodox,36,33,24,3,,,M,180 ,185,England,British,Virgo,middleweight
178,Carlos Góngora,1989-04-25,"Esmeraldas, Ecuador",Super middleweight,6 ft 1 in (1.85 m),72 in (183 cm),Southpaw,24,22,17,2,,,M,185 ,183,Ecuador,Ecuadorian,Taurus,super middleweight
179,Lerrone Richards,1992-08-25,"New Malden, Greater London, England",Super-middleweight/Light-heavyweight,5 ft 11 in (180 cm),71 in (180 cm),Southpaw,18,18,4,,,,M,180 ,180,England,British,Virgo,super middleweight
180,Osleys Iglesias,1997-12-12,"Havana, Cuba",Super Middleweight,"1.77 m (5 ft 9½ in)[1]
1.89 m (6 ft 2 in)[2]",,Southpaw,9,9,8,,,,M,177 ,,Cuba,Cuban,Capricorn,super middleweight
181,Freeman Barr,1973-10-12,"Andros, Bahamas",Middleweight/Super-middleweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,33,29,15,4,,,M,177 ,,Bahamas,Bahamian,Libra,middleweight
182,Raymond Joval,1968-09-15,Amsterdam,Middleweight,,,,42,37,16,5,0,0,M,180,185,Netherlands,Dutch,Virgo,middleweight
183,Daniel Geale,1981-02-26,"Launceston, Tasmania,Australia",Light-middleweight/Middleweight/Super-middleweight,1.78 m (5 ft 10 in),180 cm (71 in),Orthodox,36,31,16,5,,,M,178 ,180.3,Australia,Australian,Pisces,middleweight
184,Anthony Mundine,1975-05-21,,Light-middleweight/Middleweight/Super-middleweight/Cruiserweight,1.80 m (5 ft 11 in),178 cm (70 in),Orthodox,59,48,28,11,,,M,180 ,177.8,,,Gemini,middleweight
185,Peter Manfredo Jr.,1980-11-26,"Providence, Rhode Island, U.S.",Middleweight/Super middleweight,5 ft 10 in (178 cm),,Orthodox,50,42,23,7,1,,M,178 ,,USA,American,Sagittarius,middleweight
186,Avtandil Khurtsidze,1979-05-02,"Kutaisi, Georgia",Middleweight,1.63 m (5 ft 4 in),185 cm (73 in),Orthodox,37,33,22,2,2,,M,163 ,185.4,Georgia,Georgian,Taurus,middleweight
187,Gennady Golovkin,1982-04-08,"Karaganda, Kazakh SSR, Soviet Union(now Karaganda, Kazakhstan)",Middleweight/Super middleweight,5 ft 10+1⁄2 in (179 cm)[1],70 in (178 cm)[1],Orthodox,45,42,37,2,1,,M,179 ,178,Kazakhstan,Kazakh,Aries,middleweight
188,Lester Ellis,1965-03-15,"Blackpool, Lancashire, England",Light welterweight,,,Orthodox,49,41,28,8,,,M,,,England,British,Pisces,
189,Manny Sobral,1968-09-12,"Galicia, Spain",Super welterweight,,,Southpaw,32,29,15,2,,1,M,,,Spain,Spanish,Virgo,super welterweight
190,Adrian Stone,1958-06-07,,,,,,,,,,,,M,,,,,Gemini,
191,Zaurbek Baysangurov,1985-03-02,"Achkhoy-Martan, Checheno-Ingush ASSR, Russian SFSR, Soviet Union",Light middleweight/Middleweight,5 ft 10+1⁄2 in (179 cm),70+1⁄2 in (179 cm),Orthodox,30,29,21,1,0,0,M,179 ,179,Russia,Russian,Pisces,middleweight
192,Erislandy Lara,1983-04-11,"Guantanamo, Cuba",Light middleweight/Middleweight,5 ft 9 in (175 cm)[1],75+1⁄2 in (192 cm)[1],Southpaw,35,29,17,3,3,,M,175 ,192,Cuba,Cuban,Aries,middleweight
193,Jarrett Hurd,1990-08-31,"Accokeek, Maryland, U.S.",Light middleweight,6 ft 1 in (185 cm)[1],78 in (198 cm)[1],Orthodox,27,24,16,3,,,M,185 ,198,USA,American,Virgo,
194,Jeison Rosario,1995-04-07,"Santo Domingo,Dominican Republic",Welterweight/Light middleweight/Middleweight,5 ft 11 in (180 cm),70 in (178 cm),Orthodox,28,23,17,4,1,,M,180 ,178,Dominican Republic,Dominican,Aries,welterweight
195,Sam Eggington,1993-10-15,"Birmingham, West Midlands, England",Welterweight/Light-middleweight/Middleweight,5 ft 11 in (180 cm),,Orthodox,43,34,20,9,,,M,180 ,,England,British,Libra,welterweight
196,JJ Metcalf,1988-07-27,"Liverpool, England",Light-middleweight,5 ft 9 in (175 cm),,Orthodox,27,25,15,2,,,M,175 ,,England,British,Leo,
197,Roger Mayweather,1961-04-24,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight/Welterweight,5 ft 7+1⁄2 in (171 cm)[1],73+1⁄2 in (187 cm)[1],Orthodox,72,59,35,13,,,M,171 ,187,USA,American,Taurus,super featherweight
198,Kip Diggs,1966-07-16,,,,,,,,,,,,M,,,,,Cancer,
199,Kevin Lueshing,1968-04-17,,Welterweight/super welterweight,5 ft 11 in (180 cm),70 in (178 cm),,25,21,17,4,0,,M,180 ,178,,,Aries,welterweight
200,José Antonio Rivera,1973-04-07,"Philadelphia, Pennsylvania, U.S.",Welterweight/Super Welterweight,5 ft 8 in (173 cm),,Orthodox,50,43,25,6,1,0,M,173 ,,USA,American,Aries,welterweight
201,Dingaan Thobela,1966-09-24,"Soweto, Gauteng, South Africa",Lightweight/Welterweight/Middleweight/Super-middleweight,5 ft 7+1⁄2 in (171 cm),72 in (183 cm),Orthodox,56,40,26,14,2,,M,171 ,183,South Africa,South African,Libra,lightweight
202,Willy Wise,1967-01-29,,Welterweight,5 ft 9+1⁄2 in (1.77 m),67 in (170 cm),Orthodox,,26,,11,4,,M,177 ,170,,,Aquarius,welterweight
203,Jawaid Khaliq,1970-07-30,"Meadows, Nottingham, England",Welterweight/Light-middleweight,5 ft 10+1⁄2 in (179 cm)[1],,Orthodox,25,23,13,1,1,,M,179 ,,England,British,Leo,welterweight
204,Floyd Mayweather Jr.,1977-02-24,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight/Welterweight/Light middleweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,50,50,27,,,,M,173 ,183,USA,American,Pisces,super featherweight
205,Isaac Hlatshwayo,1977-10-04,"Malamulele, Limpopo, South Africa",Lightweight/Light welterweight/Welterweight,1.73 m (5 ft 8 in),180 cm (71 in),Orthodox,38,30,10,6,1,1,M,173 ,180.3,South Africa,South African,Libra,lightweight
206,Lovemore Ndou,1971-08-16,"Musina, South Africa",Super-featherweight/Lightweight/Light-welterweight/Welterweight/Light-middleweight,,,Orthodox,64,49,31,13,2,,M,,,South Africa,South African,Leo,super featherweight
207,Chris van Heerden,1987-06-19,"Johannesburg, South Africa",Welterweight,5 ft 9 in (1.75 m),,Southpaw,33,28,12,3,1,1,M,175 ,,South Africa,South African,Gemini,welterweight
208,Ali Funeka,1978-03-28,"Mdantsane, Eastern Cape, South Africa",Super-featherweight/Lightweight/Light-welterweight/Welterweight,1.85 m (6 ft 1 in),183 cm (72 in),Orthodox,54,40,32,11,3,,M,185 ,182.9,South Africa,South African,Aries,super featherweight
209,Thulani Mbenge,1991-07-15,"Mdantsane, South Africa",Welterweight,5 ft 11+1⁄2 in (182 cm),,Orthodox,21,19,15,2,,,M,182 ,,South Africa,South African,Cancer,welterweight
210,Sebastian Formella,1987-05-26,"Lauenburg, Schleswig-Holstein, Germany",Welterweight/Light-middleweight/Middleweight,1.77 m (5 ft 10 in)[1],177 cm (70 in)[1],Orthodox,27,24,12,3,,,M,177 ,177.8,Germany,German,Gemini,welterweight
211,Daniyar Yeleussinov,1991-03-13,"Berezino, West Kazakhstan Region, Kazakh SSR, Soviet Union[1]",Welterweight,1.79 m (5 ft 10 in),,Southpaw,11,11,6,,,,M,179 ,,Kazakhstan,Kazakh,Pisces,welterweight
212,Darrell Hiles,1969-01-10,,,5′ 8½″ (174 cm),,,37,20,7,17,,,M,174 ,,,,Capricorn,
213,Verdell Smith,1963-11-01,"Oklahoma City, Oklahoma",Welterweight,,,Orthodox,119,46,18,63,3,7,M,,,USA,American,Scorpio,welterweight
214,Billy Schwer,1969-04-12,"Luton, England",light-welterweight,,,Orthodox,45,39,30,6,0,,M,,,England,British,Aries,
215,Colin Lynes,1977-11-26,"Whitechapel, England",Light welterweight/Welterweight,5 ft 7+1⁄2 in (171 cm),69 in (175 cm),Orthodox,51,39,12,12,,,M,171 ,175,England,British,Sagittarius,welterweight
216,Stevie Johnston,1972-09-28,"Denver, Colorado, U.S.",Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm),68+1⁄2 in (174 cm),Southpaw,49,42,18,6,1,,M,164 ,174,USA,American,Libra,lightweight
217,Ricky Hatton,1978-10-06,"Stockport,Greater Manchester,England",Light-welterweight/Welterweight,5 ft 6 in (168 cm)[1],65 in (165 cm)[1],Orthodox,48,45,32,3,,,M,168 ,165,England,British,Libra,welterweight
218,Manny Pacquiao,1978-12-17,,Flyweight/Super bantamweight/Featherweight/Super featherweight/Lightweight/Light welterweight/Welterweight/Light middleweight,5 ft 5+1⁄2 in (166 cm)[4],67 in (170 cm)[4],Southpaw,72,62,39,8,2,,M,166 ,170,,,Capricorn,flyweight
219,Kaizer Mabuza,1980-01-01,"Temba, Gauteng, South Africa",Light welterweight/Welterweight,,,Orthodox,44,26,15,15,3,,M,,,South Africa,South African,Capricorn,welterweight
220,Khabib Allakhverdiev,1982-12-08,"Kaspiysk, Dagestan ASSR, Soviet Union (now Russia)",Light-welterweight,1.73 m (5 ft 8 in),173 cm (68 in),Southpaw,21,19,9,2,,,M,173 ,172.7,Russia,Russian,Capricorn,
221,Eduard Troyanovsky,1980-05-30,"Omsk, Russia",Lightweight/Light welterweight,1.73 m (5 ft 8 in),175 cm (69 in),Orthodox,32,29,24,3,,,M,173 ,175.3,Russia,Russian,Gemini,lightweight
222,Julius Indongo,1983-02-12,"Windhoek, Namibia",Lightweight/Light-welterweight/Welterweight/Light-middleweight,5 ft 10+1⁄2 in (179 cm)[1],71+1⁄2 in (182 cm)[1],Southpaw,31,24,13,7,,,M,179 ,182,Namibia,Namibian,Aquarius,lightweight
223,Mohamed Mimoune,1987-09-21,"Toulouse, Haute-Garonne, France",Light-welterweight/Welterweight,5 ft 10 in (178 cm),71 in (180 cm),Southpaw,29,23,4,6,,,M,178 ,180,France,French,Virgo,welterweight
224,Jeremias Ponce,1996-07-03,"Buenos Aires, Argentina",Light welterweight/Welterweight,5 ft 10+1⁄2 in (179 cm)[1],75+1⁄2 in (192 cm)[1],Orthodox,31,30,20,1,,,M,179 ,192,Argentina,Argentine,Cancer,welterweight
225,Zhankosh Turarov,1990-11-20,Aqkól village,,175 cm (5 ft 9 in),,,27,27,20,0,,,M,175 ,,Kazakhstan,Kazakh,Scorpio,
226,Anthony Boyle,1994-06-08,"Belfast, Northern Ireland",,,,,,,,,,,M,,,Ireland,Irish,Gemini,
227,Leavander Johnson,1969-12-24,"Atlantic City, New Jersey, United States",Lightweight,,,,42,34,26,5,2,1,M,,,USA,American,Aquarius,lightweight
228,Tony Pep,1964-09-14,"New Westminster, British Columbia",Light Welterweight,6 ft 1.5 in (1.87 m),,Orthodox stance,53,42,22,10,1,,M,187 ,,Canada,Canadian,Virgo,
229,Leonardo Zappavigna,1987-10-27,"Sydney, Australia",Lightweight/Light-welterweight,1.70 m (5 ft 7 in),175 cm (69 in),Orthodox,42,38,28,4,,,M,170 ,175.3,Australia,Australian,Scorpio,lightweight
230,Emiliano Marsili,1976-08-11,"Civitavecchia, Italy",Lightweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,44,42,16,1,1,,M,169 ,,Italy,Italian,Leo,lightweight
231,Daud Yordan,1987-06-10,"Ketapang, Indonesia",Featherweight/Lightweight/Super Lightweight,5 ft 7 in (170 cm),68 in (173 cm),Orthodox,47,42,30,4,0,1,M,170 ,173,Indonesia,Indonesian,Gemini,featherweight
232,Emmanuel Tagoe,1989-01-10,"Accra, Ghana",Featherweight/Super-featherweight/Lightweight,5 ft 8 in (173 cm)[1],70 in (178 cm)[1],Orthodox,34,32,15,2,,,M,173 ,178,Ghana,Ghanaian,Capricorn,featherweight
233,Maxi Hughes,1990-03-04,,Super-featherweight/Lightweight,,,Southpaw,34,26,5,6,2,,M,,,,,Pisces,super featherweight
234,George Kambosos Jr,1993-06-14,"Sydney, Australia",Lightweight,174 cm (5 ft 8.5 in)[1],173 cm (68 in)[1],Orthodox,23,21,10,2,,,M,174 ,172.7,Australia,Australian,Gemini,lightweight
235,Jeff Mayweather,1964-07-04,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight,,,Orthodox,47,32,11,10,5,,M,,,USA,American,Cancer,super featherweight
236,Jimmi Bredahl,1967-08-26,"Copenhagen, Denmark",Super featherweight,178 cm (5 ft 10 in),171 cm (67 in),Southpaw,29,26,7,3,,,M,178 ,170.2,Denmark,Danish,Virgo,super featherweight
237,Troy Dorsey,1962-11-19,,Bantamweight/Featherweight/Super featherweight/Lightweight,5 ft 6 in (168 cm),66 in (170 cm),Orthodox,,33,,2,0,,M,168 ,170,,,Scorpio,bantamweight
238,Cassius Baloyi,1974-11-05,"Malamulele, South Africa",Super Featherweight,5 ft 10 in (1.78 m)[1],,Orthodox,46,37,19,8,1,0,M,178 ,,South Africa,South African,Scorpio,super featherweight
239,Gairy St Clair,1975-02-02,"Georgetown, Guyana",Junior Lightweight,,,Orthodox,60,46,18,12,2,0,M,,,Guyana,Guyanese,Aquarius,
240,Billy Dib,1985-08-17,"Kogarah, Sydney, Australia",Featherweight/Super-featherweight/Lightweight/Welterweight,171 cm (5 ft 7 in),179 cm (70 in),Orthodox,56,48,27,6,,2,M,171 ,177.8,Australia,Australian,Leo,featherweight
241,Zolani Marali,1977-05-05,"Mdantsane,Eastern Cape,South Africa",Lightweight,,,Southpaw,30,24,13,6,0,0,M,,,South Africa,South African,Taurus,lightweight
242,Will Tomlinson,1986-06-13,Australia,Super Featherweight,5 ft 6 in (1.68 m),,,29,25,13,3,1,0,M,168 ,,Australia,Australian,Gemini,super featherweight
243,Malcolm Klassen,1981-12-03,"Hammanskraal, South Africa",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,45,34,18,9,2,,M,164 ,165,South Africa,South African,Capricorn,featherweight
244,Shavkat Rakhimov,1994-08-14,"Qurghon-Teppa, Khatlon Province, Tajikistan",Super-featherweight,5 ft 8+1⁄2 in (174 cm),,Southpaw,20,17,14,2,1,,M,174 ,,Tajikistan,Tajik,Leo,super featherweight
245,Michael Magnesi,1994-11-18,"Palestrina, Italy[1]",Super-featherweight,5 ft 6 in (168 cm)[1],,Orthodox,22,21,13,1,,,M,168 ,,Italy,Italian,Scorpio,super featherweight
