,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country
149,Yves Ngabu,1988-12-05,"Roeselare, West Flanders, Belgium",Cruiserweight,6 ft 0 in (183 cm)[1],,,25,22,16,2,,1,M,183 ,,Belgium
150,Roy Jones Jr.,1969-01-16,"Pensacola, Florida, U.S.",Middleweight/Super middleweight/Light heavyweight/Cruiserweight/Heavyweight,5 ft 11 in (180 cm)[1],74 in (188 cm)[1],Orthodox,76,66,47,10,,,M,180 ,188 ,USA
151,Glen Johnson,,,,6 ft 0 in (1.82 m)[3],,,,,,,,,M,182 ,,unknown
152,Bernard Hopkins,1965-01-15,"Philadelphia, Pennsylvania, U.S.",Middleweight/Light heavyweight,6 ft 1 in (185 cm)[1],71 in (180 cm)[1],Orthodox,67,55,32,8,2,2,M,185 ,180 ,USA
153,Chad Dawson,1982-07-13,"Hartsville, South Carolina, U.S.",Middleweight/Super middleweight/Light heavyweight,6 ft 1 in (185 cm),76+1⁄2 in (194 cm),Southpaw,43,36,19,5,,2,M,185 ,194 ,USA
154,Jean Pascal,1982-10-28,"Port-au-Prince, Haiti",Super-middleweight/Light-heavyweight/Cruiserweight,5 ft 10+1⁄2 in (179 cm),72 in (183 cm),Orthodox,45,36,20,7,1,1,M,179 ,183 ,Haiti
155,Andrzej Fonfara,1987-11-04,"Białobrzegi, Polish People's Republic",Super middleweight/Light heavyweight,1.89 m (6 ft 2 in),196 cm (77 in),Orthodox,36,30,18,5,,1,M,189 ,77 in,Poland
156,Blake Caparello,1986-08-30,"Essendon, Victoria, Australia",Light Heavyweight,6 ft 1 in (1.85 m),74 in (188 cm),Southpaw,35,30,13,4,1,0,M,185 ,188 ,Australia
157,Thomas Oosthuizen,1988-04-02,"Gauteng, South Africa",Super-middleweight/Light-heavyweight/Cruiserweight,1.93 m (6 ft 4 in),198 cm (78 in),Southpaw,34,29,16,3,2,,M,193 ,78 in,South Africa
158,Umar Salamov,1994-06-07,"Grozny, Russia",Light-heavyweight/Cruiserweight,6 ft 3+1⁄2 in (192 cm),76 in (193 cm),Orthodox,29,27,20,2,,,M,192 ,193 ,Russia
159,Igor Mikhalkin,1985-05-31,"Irkutsk, Russia",Light-heavyweight,1.85 m (6 ft 1 in),1.91 m (75 in),Southpaw,28,25,11,3,,,M,185 ,75 in,Russia
160,Karo Murat,1983-09-02,"Yerevan, Armenian SSR",Super-middleweight/Light-heavyweight,5 ft 10+1⁄2 in (1.79 m),70 in (178 cm),Orthodox,39,34,23,4,1,,M,179 ,178 ,Armenia
161,Sven Fornling,1988-12-08,"Malmö, Sweden",Light-heavyweight,,,Orthodox,17,15,7,2,,,M,,,Sweden
162,Dominic Boesel,1989-10-24,"Naumburg, East Germany",Light-heavyweight,6 ft 1 in (185 cm),,Orthodox,35,32,12,3,,,M,185 ,,Germany
163,Robin Krasniqi,1987-04-01,"Junik, SAP Kosovo,SFR Yugoslavia",Super-middleweight/Light-heavyweight,1.86 m (6 ft 1 in),188 cm (74 in),Orthodox,59,52,20,7,,,M,186 ,74 in,Kosovo
164,Padraig McCrory,1988-06-20,"Belfast, Northern Ireland",Super Middleweight/Light heavyweight,6 ft 69 in (358 cm),,Orthodox,19,18,9,1,,,M,358 ,,Ireland
165,Lyndon Arthur,1991-06-13,"Manchester, England",Light-heavyweight,6 ft 2 in (188 cm)[1],,Orthodox,25,23,16,2,,,M,188 ,,England
166,Dmitry Bivol,1990-12-18,"Tokmok, Kirghiz SSR,Soviet Union(now Kyrgyzstan)",Light-heavyweight,6 ft 0 in (183 cm)[1],72 in (183 cm)[1],Orthodox,22,22,11,,,,M,183 ,183 ,Kyrgyzstan
167,Vinny Pazienza,1962-12-16,"Cranston, Rhode Island, U.S.",Lightweight/Light welterweight/Light middleweight/Super middleweight,5 ft 7+1⁄2 in (1.71 m),70+1⁄2 in (179 cm),Orthodox,60,50,30,10,,,M,171 ,179 ,USA
168,Rick Thornberry,1968-02-17,"Gatton, Queensland, Australia",Super-middleweight,,,Orthodox,32,27,12,5,,,M,,,Australia
169,Adrian Dodson,1970-09-20,"Georgetown, Guyana",Super-middleweight,5 ft 10 in (1.78 m),,,31,25,17,6,0,0,M,178 ,,Guyana
170,Brian Magee,1975-06-09,"Lisburn, Northern Ireland",Super-middleweight/Light-heavyweight,6 ft 0 in (183 cm),74 in (188 cm),Southpaw,42,36,25,5,1,,M,183 ,188 ,Ireland
171,Jeff Lacy,1977-05-12,"St. Petersburg, Florida, U.S.",Super middleweight/Light heavyweight,5 ft 10+1⁄2 in (179 cm),74 in (188 cm),Orthodox,34,27,18,6,,1,M,179 ,188 ,USA
172,Fulgencio Zúñiga,1977-07-23,"Padilla, Cauca, Colombia",Light heavyweight/Super middleweight/Middleweight/Light middleweight,5 ft 10 in (178 cm),70 in (178 cm),Orthodox,46,28,25,17,1,,M,178 ,178 ,Colombia
173,Sakio Bika,1979-04-18,"Douala, Cameroon",Middleweight/Super-middleweight/Light-heavyweight,1.82 m (6 ft 0 in),180 cm (71 in),Orthodox,45,35,22,7,3,,M,182 ,71 in,Cameroon
174,Isaac Chilemba,1987-05-17,"Blantyre, Malawi",Super-middleweight/Light-heavyweight,6 ft 0 in (183 cm),73 in (185 cm),Orthodox,39,27,10,9,3,,M,183 ,185 ,Malawi
175,Zac Dunn,1991-02-04,"Melbourne, Australia",Super middleweight,,,Orthodox,30,29,24,1,0,0,M,,,Australia
176,Renold Quinlan,1989-07-07,"Sydney, Australia",Super-middleweight,,,Orthodox,27,16,11,11,,,M,,,Australia
177,Chris Eubank Jr.,1989-09-18,"Hove, East Sussex, England",Middleweight/Super-middleweight,5 ft 11 in (180 cm)[1],73 in (185 cm)[1],Orthodox,36,33,24,3,,,M,180 ,185 ,England
178,Carlos Góngora,1989-04-25,"Esmeraldas, Ecuador",Super middleweight,6 ft 1 in (1.85 m),72 in (183 cm),Southpaw,24,22,17,2,,,M,185 ,183 ,Ecuador
179,Lerrone Richards,1992-08-25,"New Malden, Greater London, England",Super-middleweight/Light-heavyweight,5 ft 11 in (180 cm),71 in (180 cm),Southpaw,18,18,4,,,,M,180 ,180 ,England
180,Osleys Iglesias,1997-12-12,"Havana, Cuba",Super Middleweight,"1.77 m (5 ft 9½ in)[1]
1.89 m (6 ft 2 in)[2]",,Southpaw,9,9,8,,,,M,177 ,,Cuba
181,Freeman Barr,1973-10-12,"Andros, Bahamas",Middleweight/Super-middleweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,33,29,15,4,,,M,177 ,,Bahamas
182,Raymond Joval,1968-09-15,Amsterdam,Middleweight,,,,42,37,16,5,0,0,M,180,185,Netherlands
183,Daniel Geale,1981-02-26,"Launceston, Tasmania,Australia",Light-middleweight/Middleweight/Super-middleweight,1.78 m (5 ft 10 in),180 cm (71 in),Orthodox,36,31,16,5,,,M,178 ,71 in,Australia
184,Anthony Mundine,1975-05-21,,Light-middleweight/Middleweight/Super-middleweight/Cruiserweight,1.80 m (5 ft 11 in),178 cm (70 in),Orthodox,59,48,28,11,,,M,180 ,70 in,unknown
185,Peter Manfredo Jr.,1980-11-26,"Providence, Rhode Island, U.S.",Middleweight/Super middleweight,5 ft 10 in (178 cm),,Orthodox,50,42,23,7,1,,M,178 ,,USA
186,Avtandil Khurtsidze,1979-05-02,"Kutaisi, Georgia",Middleweight,1.63 m (5 ft 4 in),185 cm (73 in),Orthodox,37,33,22,2,2,,M,163 ,73 in,Georgia
187,Gennady Golovkin,1982-04-08,"Karaganda, Kazakh SSR, Soviet Union(now Karaganda, Kazakhstan)",Middleweight/Super middleweight,5 ft 10+1⁄2 in (179 cm)[1],70 in (178 cm)[1],Orthodox,45,42,37,2,1,,M,179 ,178 ,Kazakhstan
188,Lester Ellis,1965-03-15,"Blackpool, Lancashire, England",Light welterweight,,,Orthodox,49,41,28,8,,,M,,,England
189,Manny Sobral,1968-09-12,"Galicia, Spain",Super welterweight,,,Southpaw,32,29,15,2,,1,M,,,Spain
190,Adrian Stone,1958-06-07,,,,,,,,,,,,M,,,unknown
191,Zaurbek Baysangurov,1985-03-02,"Achkhoy-Martan, Checheno-Ingush ASSR, Russian SFSR, Soviet Union",Light middleweight/Middleweight,5 ft 10+1⁄2 in (179 cm),70+1⁄2 in (179 cm),Orthodox,30,29,21,1,0,0,M,179 ,179 ,Russia
192,Erislandy Lara,1983-04-11,"Guantanamo, Cuba",Light middleweight/Middleweight,5 ft 9 in (175 cm)[1],75+1⁄2 in (192 cm)[1],Southpaw,35,29,17,3,3,,M,175 ,192 ,Cuba
193,Jarrett Hurd,1990-08-31,"Accokeek, Maryland, U.S.",Light middleweight,6 ft 1 in (185 cm)[1],78 in (198 cm)[1],Orthodox,27,24,16,3,,,M,185 ,198 ,USA
194,Jeison Rosario,1995-04-07,"Santo Domingo,Dominican Republic",Welterweight/Light middleweight/Middleweight,5 ft 11 in (180 cm),70 in (178 cm),Orthodox,28,23,17,4,1,,M,180 ,178 ,Dominican Republic
195,Sam Eggington,1993-10-15,"Birmingham, West Midlands, England",Welterweight/Light-middleweight/Middleweight,5 ft 11 in (180 cm),,Orthodox,43,34,20,9,,,M,180 ,,England
196,JJ Metcalf,1988-07-27,"Liverpool, England",Light-middleweight,5 ft 9 in (175 cm),,Orthodox,27,25,15,2,,,M,175 ,,England
197,Roger Mayweather,1961-04-24,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight/Welterweight,5 ft 7+1⁄2 in (171 cm)[1],73+1⁄2 in (187 cm)[1],Orthodox,72,59,35,13,,,M,171 ,187 ,USA
198,Kip Diggs,1966-07-16,,,,,,,,,,,,M,,,unknown
199,Kevin Lueshing,1968-04-17,,Welterweight/super welterweight,5 ft 11 in (180 cm),70 in (178 cm),,25,21,17,4,0,,M,180 ,178 ,unknown
200,José Antonio Rivera,1973-04-07,"Philadelphia, Pennsylvania, U.S.",Welterweight/Super Welterweight,5 ft 8 in (173 cm),,Orthodox,50,43,25,6,1,0,M,173 ,,USA
201,Dingaan Thobela,1966-09-24,"Soweto, Gauteng, South Africa",Lightweight/Welterweight/Middleweight/Super-middleweight,5 ft 7+1⁄2 in (171 cm),72 in (183 cm),Orthodox,56,40,26,14,2,,M,171 ,183 ,South Africa
202,Willy Wise,1967-01-29,,Welterweight,5 ft 9+1⁄2 in (1.77 m),67 in (170 cm),Orthodox,,26,,11,4,,M,177 ,170 ,unknown
203,Jawaid Khaliq,1970-07-30,"Meadows, Nottingham, England",Welterweight/Light-middleweight,5 ft 10+1⁄2 in (179 cm)[1],,Orthodox,25,23,13,1,1,,M,179 ,,England
204,Floyd Mayweather Jr.,1977-02-24,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight/Welterweight/Light middleweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,50,50,27,,,,M,173 ,183 ,USA
205,Isaac Hlatshwayo,1977-10-04,"Malamulele, Limpopo, South Africa",Lightweight/Light welterweight/Welterweight,1.73 m (5 ft 8 in),180 cm (71 in),Orthodox,38,30,10,6,1,1,M,173 ,71 in,South Africa
206,Lovemore Ndou,1971-08-16,"Musina, South Africa",Super-featherweight/Lightweight/Light-welterweight/Welterweight/Light-middleweight,,,Orthodox,64,49,31,13,2,,M,,,South Africa
207,Chris van Heerden,1987-06-19,"Johannesburg, South Africa",Welterweight,5 ft 9 in (1.75 m),,Southpaw,33,28,12,3,1,1,M,175 ,,South Africa
208,Ali Funeka,1978-03-28,"Mdantsane, Eastern Cape, South Africa",Super-featherweight/Lightweight/Light-welterweight/Welterweight,1.85 m (6 ft 1 in),183 cm (72 in),Orthodox,54,40,32,11,3,,M,185 ,72 in,South Africa
209,Thulani Mbenge,1991-07-15,"Mdantsane, South Africa",Welterweight,5 ft 11+1⁄2 in (182 cm),,Orthodox,21,19,15,2,,,M,182 ,,South Africa
210,Sebastian Formella,1987-05-26,"Lauenburg, Schleswig-Holstein, Germany",Welterweight/Light-middleweight/Middleweight,1.77 m (5 ft 10 in)[1],177 cm (70 in)[1],Orthodox,27,24,12,3,,,M,177 ,70 in,Germany
211,Daniyar Yeleussinov,1991-03-13,"Berezino, West Kazakhstan Region, Kazakh SSR, Soviet Union[1]",Welterweight,1.79 m (5 ft 10 in),,Southpaw,11,11,6,,,,M,179 ,,Kazakhstan
212,Darrell Hiles,1969-01-10,,,5′ 8½″ (174 cm),,,37,20,7,17,,,M,174 ,,unknown
213,Verdell Smith,1963-11-01,"Oklahoma City, Oklahoma",Welterweight,,,Orthodox,119,46,18,63,3,7,M,,,USA
214,Billy Schwer,1969-04-12,"Luton, England",light-welterweight,,,Orthodox,45,39,30,6,0,,M,,,England
215,Colin Lynes,1977-11-26,"Whitechapel, England",Light welterweight/Welterweight,5 ft 7+1⁄2 in (171 cm),69 in (175 cm),Orthodox,51,39,12,12,,,M,171 ,175 ,England
216,Stevie Johnston,1972-09-28,"Denver, Colorado, U.S.",Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm),68+1⁄2 in (174 cm),Southpaw,49,42,18,6,1,,M,164 ,174 ,USA
217,Ricky Hatton,1978-10-06,"Stockport,Greater Manchester,England",Light-welterweight/Welterweight,5 ft 6 in (168 cm)[1],65 in (165 cm)[1],Orthodox,48,45,32,3,,,M,168 ,165 ,England
218,Manny Pacquiao,1978-12-17,,Flyweight/Super bantamweight/Featherweight/Super featherweight/Lightweight/Light welterweight/Welterweight/Light middleweight,5 ft 5+1⁄2 in (166 cm)[4],67 in (170 cm)[4],Southpaw,72,62,39,8,2,,M,166 ,170 ,unknown
219,Kaizer Mabuza,1980-01-01,"Temba, Gauteng, South Africa",Light welterweight/Welterweight,,,Orthodox,44,26,15,15,3,,M,,,South Africa
220,Khabib Allakhverdiev,1982-12-08,"Kaspiysk, Dagestan ASSR, Soviet Union (now Russia)",Light-welterweight,1.73 m (5 ft 8 in),173 cm (68 in),Southpaw,21,19,9,2,,,M,173 ,68 in,Russia
221,Eduard Troyanovsky,1980-05-30,"Omsk, Russia",Lightweight/Light welterweight,1.73 m (5 ft 8 in),175 cm (69 in),Orthodox,32,29,24,3,,,M,173 ,69 in,Russia
222,Julius Indongo,1983-02-12,"Windhoek, Namibia",Lightweight/Light-welterweight/Welterweight/Light-middleweight,5 ft 10+1⁄2 in (179 cm)[1],71+1⁄2 in (182 cm)[1],Southpaw,31,24,13,7,,,M,179 ,182 ,Namibia
223,Mohamed Mimoune,1987-09-21,"Toulouse, Haute-Garonne, France",Light-welterweight/Welterweight,5 ft 10 in (178 cm),71 in (180 cm),Southpaw,29,23,4,6,,,M,178 ,180 ,France
224,Jeremias Ponce,1996-07-03,"Buenos Aires, Argentina",Light welterweight/Welterweight,5 ft 10+1⁄2 in (179 cm)[1],75+1⁄2 in (192 cm)[1],Orthodox,31,30,20,1,,,M,179 ,192 ,Argentina
225,Zhankosh Turarov,1990-11-20,Aqkól village,,175 cm (5 ft 9 in),,,27,27,20,0,,,M,175 ,,Kazakhstan
226,Anthony Boyle,1994-06-08,"Belfast, Northern Ireland",,,,,,,,,,,M,,,Ireland
227,Leavander Johnson,1969-12-24,"Atlantic City, New Jersey, United States",Lightweight,,,,42,34,26,5,2,1,M,,,USA
228,Tony Pep,1964-09-14,"New Westminster, British Columbia",Light Welterweight,6 ft 1.5 in (1.87 m),,Orthodox stance,53,42,22,10,1,,M,187 ,,Canada
229,Leonardo Zappavigna,1987-10-27,"Sydney, Australia",Lightweight/Light-welterweight,1.70 m (5 ft 7 in),175 cm (69 in),Orthodox,42,38,28,4,,,M,170 ,69 in,Australia
230,Emiliano Marsili,1976-08-11,"Civitavecchia, Italy",Lightweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,44,42,16,1,1,,M,169 ,,Italy
231,Daud Yordan,1987-06-10,"Ketapang, Indonesia",Featherweight/Lightweight/Super Lightweight,5 ft 7 in (170 cm),68 in (173 cm),Orthodox,47,42,30,4,0,1,M,170 ,173 ,Indonesia
232,Emmanuel Tagoe,1989-01-10,"Accra, Ghana",Featherweight/Super-featherweight/Lightweight,5 ft 8 in (173 cm)[1],70 in (178 cm)[1],Orthodox,34,32,15,2,,,M,173 ,178 ,Ghana
233,Maxi Hughes,1990-03-04,,Super-featherweight/Lightweight,,,Southpaw,34,26,5,6,2,,M,,,unknown
234,George Kambosos Jr,1993-06-14,"Sydney, Australia",Lightweight,174 cm (5 ft 8.5 in)[1],173 cm (68 in)[1],Orthodox,23,21,10,2,,,M,174 ,68 in,Australia
235,Jeff Mayweather,1964-07-04,"Grand Rapids, Michigan, U.S.",Super featherweight/Lightweight/Light welterweight,,,Orthodox,47,32,11,10,5,,M,,,USA
236,Jimmi Bredahl,1967-08-26,"Copenhagen, Denmark",Super featherweight,178 cm (5 ft 10 in),171 cm (67 in),Southpaw,29,26,7,3,,,M,178 ,67 in,Denmark
237,Troy Dorsey,1962-11-19,,Bantamweight/Featherweight/Super featherweight/Lightweight,5 ft 6 in (168 cm),66 in (170 cm),Orthodox,,33,,2,0,,M,168 ,170 ,unknown
238,Cassius Baloyi,1974-11-05,"Malamulele, South Africa",Super Featherweight,5 ft 10 in (1.78 m)[1],,Orthodox,46,37,19,8,1,0,M,178 ,,South Africa
239,Gairy St Clair,1975-02-02,"Georgetown, Guyana",Junior Lightweight,,,Orthodox,60,46,18,12,2,0,M,,,Guyana
240,Billy Dib,1985-08-17,"Kogarah, Sydney, Australia",Featherweight/Super-featherweight/Lightweight/Welterweight,171 cm (5 ft 7 in),179 cm (70 in),Orthodox,56,48,27,6,,2,M,171 ,70 in,Australia
241,Zolani Marali,1977-05-05,"Mdantsane,Eastern Cape,South Africa",Lightweight,,,Southpaw,30,24,13,6,0,0,M,,,South Africa
242,Will Tomlinson,1986-06-13,Australia,Super Featherweight,5 ft 6 in (1.68 m),,,29,25,13,3,1,0,M,168 ,,Australia
243,Malcolm Klassen,1981-12-03,"Hammanskraal, South Africa",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,45,34,18,9,2,,M,164 ,165 ,South Africa
244,Shavkat Rakhimov,1994-08-14,"Qurghon-Teppa, Khatlon Province, Tajikistan",Super-featherweight,5 ft 8+1⁄2 in (174 cm),,Southpaw,20,17,14,2,1,,M,174 ,,Tajikistan
245,Michael Magnesi,1994-11-18,"Palestrina, Italy[1]",Super-featherweight,5 ft 6 in (168 cm)[1],,Orthodox,22,21,13,1,,,M,168 ,,Italy
246,Anthony Cacace,1989-02-02,"Belfast, Northern Ireland[2]",Super-featherweight/Lightweight,5 ft 10 in (178 cm),,Southpaw,22,21,7,1,,,M,178 ,,Ireland
247,Derrick Gainer,1972-08-22,"Pensacola, Florida, U.S.",Welterweight,,,,51,43,25,7,1,,M,,,USA
248,Junior Jones,1970-12-19,"Brooklyn, New York City,New York, U.S.",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 8 in (173 cm)[1],71 in (180 cm)[1],Orthodox,56,50,28,6,,,M,173 ,180 ,USA
249,Marco Antonio Barrera,1974-01-17,"Mexico City, Mexico",Super flyweight/Super bantamweight/Featherweight/Super featherweight/Lightweight,5 ft 6 in (168 cm)[1],70 in (178 cm)[1],Orthodox,75,67,44,7,,1,M,168 ,178 ,Mexico
250,Naseem Hamed,1974-02-12,"Sheffield, England",Bantamweight/Super-bantamweight/Featherweight,5 ft 3 in (160 cm)[1][2],63 in (160 cm)[1],Southpaw,37,36,31,1,,,M,160 ,160 ,England
251,Michael Brodie,1974-05-10,"Manchester, England",Super Bantamweight/Featherweight,,,,41,36,24,4,1,0,M,,,England
252,Vuyani Bungu,1967-02-26,"Mdantsane, Eastern Cape, South Africa",Super-bantamweight/Featherweight,1.66 m (5 ft 5 in),168 cm (66 in),Orthodox,44,39,19,5,,,M,166 ,66 in,South Africa
253,Thomas Mashaba,,,featherweight,5 ft 6 in (1.68 m),70 cm (28 in),Orthodox,30,27,10,3,,,M,168 ,28 in,unknown
254,Cristóbal Cruz,1977-05-19,"Chiapas, Mexico",,1.70 m (5 ft 7 in),,Orthodox,68,41,25,22,4,,M,170 ,,Mexico
255,Fernando Beltrán Jr.,1981-08-18,"Culiacán, Sinaloa, Mexico",Featherweight/Super featherweight/Lightweight,5 ft 10 in (180 cm),73 in (185 cm),Southpaw,47,37,20,8,1,1,M,180 ,185 ,Mexico
256,Jackson Asiku,1978-10-21,"Kampala, Uganda",flyweight/feather/super featherweight,5 ft 7 in (1.70 m),67 in (170 cm),Orthodox,31,26 (KO 14),,5 (KO 1),,,M,170 ,170 ,Uganda
257,Jhonny González,1981-09-15,"Pachuca, Hidalgo, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 6+1⁄2 in (169 cm),69 in (175 cm),Orthodox,82,69,56,12,1,,M,169 ,175 ,Mexico
258,Simpiwe Vetyeka,1980-12-24,"Mdantsane, South Africa",Bantamweight/Super bantamweight/Featherweight/Lightweight,170 cm (5 ft 7 in),171 cm (67 in),Orthodox,34,30,18,4,,,M,170 ,67 in,South Africa
259,Claudio Marrero,1989-03-06,"Santo Domingo, Dominican Republic",Featherweight/Super-featherweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Southpaw,32,27,19,5,,,M,169 ,173 ,Dominican Republic
260,Tugstsogt Nyambayar,1992-06-23,"Ulaanbaatar, Mongolia",Featherweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,15,12,9,2,1,,M,170 ,170 ,Mongolia
261,Jazza Dickens,1991-04-12,"Liverpool, England",Super-bantamweight/Featherweight,,,Southpaw,37,32,12,5,,,M,,,England
262,Patrick Mullings,1970-10-19,"Harlesden, England",Bantam/Super bantam/Feather/Super featherweight,5 ft 4+1⁄2 in (1.64 m),65 in (165 cm),Orthodox,30,24 (KO 12),,6 (KO 2),,,M,164 ,165 ,England
263,Paulie Ayala,1970-04-22,"Fort Worth, Texas, U.S.",Featherweight/Super bantamweight/Bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,38,35,12,3,,,M,166 ,173 ,USA
264,Takalani Ndlovu,1978-01-11,"Soweto, Gauteng, South Africa",Super-bantamweight,5 ft 8 in (173 cm),,Southpaw,44,34,19,10,,,M,173 ,,South Africa
265,Tshifhiwa Munyai,1985-05-08,South Africa,Bantamweight/Super-bantamweight/Featherweight/Lightweight,,,Orthodox,41,34,20,6,1,,M,,,South Africa
266,Alexander Bakhtin,,,,1.77 m (5 ft 9+1⁄2 in),,,,,,,,,M,177 ,,unknown
267,Paulus Ambunda,1980-08-06,"Swakopmund, Namibia",Bantamweight/Super bantamweight,5 ft 4 in (163 cm),69 in (175 cm),Orthodox,30,27,11,3,,,M,163 ,175 ,Namibia
268,Moises Flores,1986-11-17,"Guadalajara, Mexico",Super bantamweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,36,25,17,8,1,2,M,175 ,175 ,Mexico
269,Ludumo Lamati,1992-05-19,"Mdantsane, South Africa",Super bantamweight,1.73 m (5 ft 8 in),176 cm (69 in),Orthodox,23,21,11,1,1,,M,173 ,69 in,South Africa
270,Johnny Bredahl,1968-08-27,"Copenhagen, Denmark",Super-flyweight/Bantamweight,5 ft 8 in (173 cm),,Orthodox,58,56,26,2,,,M,173 ,,Denmark
271,Noel Wilders,1975-01-04,"Castleford, England",Bantamweight,5 ft 5 in (165 cm),,Southpaw,29,24,7,4,1,,M,165 ,,England
272,Silence Mabuza,1977-09-18,"Tsakane, South Africa",Bantamweight,5 ft 6 in (1.68 m),70 cm (28 in),Orthodox,26,23,19,3,0,0,M,168 ,28 in,South Africa
273,Rafael Márquez,,,,1.84 m (6 ft 0 in)[1],,,,,,,,,M,184 ,,unknown
274,Vic Darchinyan,1976-01-07,"Vanadzor, Armenian SSR, Soviet Union",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight/Featherweight,1.66 m (5 ft 5 in),164 cm (65 in),Southpaw,53,43,32,9,1,,M,166 ,65 in,Armenia
275,Joseph Agbeko,1980-03-22,"Accra, Ghana",Bantamweight,1.66 m (5 ft 5 in),166 cm (65 in),Orthodox,43,38,28,5,,,M,166 ,65 in,Ghana
276,Juan Carlos Payano,1984-04-12,Dominican Republic,Bantamweight,1.65 m (5 ft 5 in),164 cm (65 in),Southpaw,28,23,11,5,,,M,165 ,65 in,Dominican Republic
277,Rau'shee Warren,1987-02-13,"Cincinnati, Ohio, U.S.",Bantamweight,5 ft 6+1⁄2 in (169 cm),64+1⁄2 in (164 cm),Southpaw,24,19,5,4,,1,M,169 ,164 ,USA
278,Michael Dasmariñas,,,Super-flyweight/Bantamweight,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Southpaw,39,34,23,3,2,,M,170 ,168 ,unknown
279,Prince Patel,1993-01-03,"Blackburn,Lancashire, England",Super-flyweight/Bantamweight/Featherweight,5 ft 8 in (173 cm),,Southpaw,31,28,23,1,2,,M,173 ,,England
280,Mauricio Pastrana,1973-01-20,"Montería, Colombia",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight,,,Orthodox,54,35,23,17,2,0,M,,,Colombia
281,Jason Booth,1977-11-07,"Nottingham,England",Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm),,Orthodox,53,38,15,15,,,M,163 ,,England
282,Damaen Kelly,1973-04-03,"Belfast, Northern Ireland",Flyweight/Super-flyweight/Bantamweight,,,Orthodox,26,22,10,4,,,M,,,Ireland
283,Gideon Buthelezi,1986-07-16,"Boipatong, Gauteng, South Africa[3]",Minimumweight/Light-flyweight/Super-flyweight,,,southpaw,29,23,5,6,,,M,,,South Africa
284,Scotty Olson,1968-02-26,,,5 ft 1 in (1.55 m),62 in (157 cm),Orthodox,40,34,25,4,2,,M,155 ,157 ,unknown
285,Mzukisi Sikali,1971-07-30,"Port Elizabeth, Eastern Cape, South Africa",,,,,38,29,17,7,2,0,M,,,South Africa
286,Nonito Donaire,1982-11-16,"Talibon, Bohol, Philippines[5][6]",Flyweight/Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm)[a],68 in (173 cm)[1][2],Orthodox,50,42,28,8,,,M,168 ,173 ,Philippines
287,César Seda,1986-01-17,"January 17, 1986 (1986-01-17) (age 38)",,5 ft 5 in (165 cm),,,31,28,18,3,0,,M,165 ,175,Puerto Rico
288,Moruti Mthalane,1982-10-06,"Gauteng, South Africa",Flyweight,5 ft 3+1⁄2 in (161 cm)[1],66+1⁄2 in (169 cm),Orthodox,43,40,26,3,,,M,161 ,169 ,South Africa
